1,1,2,5.0166,5.2555,4.4947,1,13.711
1,2,3,7.003,3.588,4.53,1,13.295
1,3,4,8.0315,5.9686,4.7722,1,12.71
1,4,5,8.7879,4.3695,3.1537,1,12.922
1,5,6,7.5477,5.566,2.448,1,13.742
1,6,7,6.2218,4.6718,5.1437,1,11.219
1,7,8,8.2546,5.6732,5.4642,1,13.914
1,8,9,9.5915,4.7277,4.2686,1,14.474
1,9,10,9.0643,4.6629,5.2435,1,15.035
1,10,11,9.7757,5.7018,6.0576,1,12.994
2,1,9,5.5948,7.1064,5.8865,1,13.142
2,2,10,8.6839,5.8191,4.6595,1,13.727
2,3,11,9.0015,5.6431,6.2254,1,14.798
2,4,12,10.726,5.8321,4.3069,0,14.985
3,1,2,6.8456,4.7003,4.6508,1,11.03
3,2,3,8.0736,4.6836,7.3392,1,14.418
3,3,4,11.376,4.6947,2.9288,1,13.431
3,4,5,8.6168,5.2278,4.6593,1,12.518
3,5,6,8.9677,3.5474,4.0477,1,12.19
3,6,7,8.5315,6.5195,4.2398,1,12.912
3,7,8,8.5056,5.3092,5.9837,1,13.029
3,8,9,10.236,4.887,6.3106,1,14.319
3,9,10,11.429,3.6457,5.0897,1,11.827
3,10,11,10.804,4.17,4.9389,1,12.715
4,1,1,5.5685,6.7738,4.7312,1,13.462
4,2,2,7.5155,3.8818,6.1698,1,12.619
4,3,3,9.9276,5.1177,5.4232,1,12.985
4,4,4,10.387,4.1772,4.9524,1,12.013
4,5,5,10.146,5.7291,2.4551,1,14.212
4,6,6,7.5281,7.0663,3.6884,1,10.629
4,7,7,7.4524,3.736,4.2528,1,10.146
4,8,8,7.979,4.9797,5.5912,1,12.59
4,9,9,9.5807,5.3061,5.4991,1,12.553
4,10,10,10.289,4.0806,5.2412,1,15.593
5,1,2,5.7474,5.1227,6.069,1,10.977
5,2,3,8.9426,4.5799,4.7734,1,13.943
5,3,4,9.2447,3.9538,3.7846,1,11.388
5,4,5,8.4069,6.3434,5.8734,1,12.982
5,5,6,10.077,4.77,6.3041,1,11.736
5,6,7,11.343,4.9611,6.4596,1,12.629
5,7,8,12.131,4.5052,4.3346,1,12.298
5,8,9,10.4,5.3425,7.1472,1,13.981
5,9,10,12.347,4.6483,4.4874,1,12.921
5,10,11,10.661,5.8542,3.9473,1,14.195
6,1,4,5.6333,5.6772,5.7463,1,14.395
6,2,5,8.563,5.0477,5.3693,1,14.53
6,3,6,9.6508,5.3105,3.6577,1,16.317
6,4,7,8.4831,4.3321,4.7953,1,13.411
6,5,8,9.0368,5.5565,4.9955,1,13.84
6,6,9,9.5139,5.0287,4.3032,1,12.284
6,7,10,9.0602,5.8033,3.5178,1,14.189
6,8,11,8.0479,6.2167,5.7834,1,16.435
6,9,12,9.8073,5.1465,5.6654,1,16.484
6,10,13,10.569,5.1823,3.4724,1,14.942
7,1,3,4.0985,6.0706,6.8997,1,13.305
7,2,4,8.949,4.9827,5.562,1,15.979
7,3,5,10.037,4.9444,6.2695,1,14.333
7,4,6,11.288,4.8706,4.3,1,15.42
7,5,7,9.9439,6.25,5.0821,1,14.732
7,6,8,10.054,5.8948,5.2529,1,16.582
7,7,9,10.28,4.4077,5.1334,1,12.539
7,8,10,10.273,4.2988,4.183,1,12.337
7,9,11,9.3197,4.3458,4.9879,1,14.171
7,10,12,9.6478,5.0262,4.7418,1,14.249
8,1,7,5.6475,5.7254,5.1521,1,12.538
8,2,8,7.9759,6.3865,5.6477,1,13.462
8,3,9,9.6356,4.425,4.1654,1,13.414
8,4,10,8.9832,4.7573,3.0017,1,12.349
8,5,11,7.4933,3.7464,5.2239,1,12.194
8,6,12,8.9706,3.8022,4.2196,1,15.008
8,7,13,8.7049,5.2355,5.2316,1,13.174
8,8,14,9.5841,4.6568,5.8464,0,14.98
9,1,7,5.3899,5.6163,4.4807,1,9.2612
9,2,8,7.1757,4.8349,5.3357,1,12.337
9,3,9,8.9236,3.7114,5.6454,1,12.719
9,4,10,10.107,6.1588,3.9376,1,15.177
9,5,11,8.9912,4.7936,4.3472,1,13.988
9,6,12,8.8428,4.5754,4.806,1,14.338
9,7,13,9.2274,6.2645,4.1759,0,17.793
10,1,2,5.1472,4.0138,4.7636,1,8.5653
10,2,3,7.3372,4.3017,5.7052,1,14.815
10,3,4,9.3738,3.8283,7.0074,1,12.573
10,4,5,11.694,4.4754,5.955,1,13.656
10,5,6,11.802,5.5078,4.5654,1,13.472
10,6,7,10.466,4.1103,4.8754,1,12.522
10,7,8,10.109,5.9942,5.8473,1,15.149
10,8,9,10.902,6.4502,3.5121,1,16.479
10,9,10,8.9629,6.3832,5.8656,1,14.731
10,10,11,10.347,2.7846,6.4868,1,12.198
11,1,10,5.8857,5.0073,5.1926,1,14.258
11,2,11,8.1355,3.2796,5.2332,1,13.163
11,3,12,9.3009,5.9138,5.7655,1,15.757
11,4,13,10.416,5.0027,5.3016,1,16.006
11,5,14,10.51,6.6669,5.9323,0,15.313
12,1,7,5.6149,5.539,4.4092,1,12.059
12,2,8,7.2166,5.7521,5.1214,1,12.078
12,3,9,8.7297,4.4949,4.3117,1,13.559
12,4,10,8.6765,6.1652,4.3681,1,14.769
12,5,11,8.7063,5.0275,5.3768,1,14.764
12,6,12,9.73,4.1945,6.2195,1,14.775
12,7,13,11.085,2.1543,6.0606,1,14.206
12,8,14,11.603,4.9944,5.8035,1,14.755
